Order	Suborder	Family	SpeciesID	Author	Body_Size	Dispersal_ability	Feeding_guild	Feeding_guild_short	Feeding_mode	Feeding_specialization	Feeding_tissue	Feeding_plant_part	Endophagous_lifestyle	Stratum_use	Stratum_use_short	Remark
Coleoptera	Adephaga	Carabidae	Bembidion assimile	Gyllenhal, 1810	2.50	0.5	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Bembidion gilvipes	Sturm, 1825	2.75	0.75	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Bembidion guttula	(Fabricius, 1792)	3.15	0.75	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Bembidion obtusum	Serville, 1821	3.20	0.5	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Diachromus germanus	(Linneaus, 1758)	9.00	1	c-h	o	c	p	NA	l-r-se	NA	g-(h)	g	
Coleoptera	Adephaga	Carabidae	Dyschiriodes tristis	(Stephens 1827)	3.60	1	c	c	c	NA	NA	NA	NA	s	s	
Coleoptera	Adephaga	Carabidae	Dyschirius aeneus	(Dejean, 1825)	2.50	1	c	c	c	NA	NA	NA	NA	s	s	
Coleoptera	Adephaga	Carabidae	Dyschirius globosus	(Herbst, 1784)	2.40	0.75	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Ophonus diffinis	Dejean, 1829	11.25	1	c-h	o	c	o	NA	l-r	NA	g-h	u	
Coleoptera	Adephaga	Carabidae	Ophonus puncticeps	(Stephens, 1828)	8.25	1	c-h	o	c	o	NA	l-r	NA	g-(h)	g	
Coleoptera	Adephaga	Carabidae	Poecilus cupreus	(Linneaus, 1758)	11.00	1	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Poecilus lepidus	(Leske, 1785)	12.00	1	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Poecilus versicolor	(Sturm, 1824)	9.75	1	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Pterostichus vernalis	(Panzer, 1796)	6.65	0.75	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Syntomus truncatellus	(Linneaus, 1761)	2.95	0.5	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Trechus obtusus	Erichson, 1837	4.00	0.5	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Trechus quadristriatus	(Schrank, 1781)	4.00	0.5	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Adephaga	Carabidae	Trichotichnus nitens	(Heer, 1838)	7.25	0.75	c	c	c	NA	NA	NA	NA	g	g	*
Coleoptera	Adephaga	Dytiscidae	Scarodytes halensis	(Fabricius, 1787)	4.25	1	c	c	c	NA	NA	NA	NA	w	w	*
Coleoptera	Polyphaga	Alleculidae	Cteniopus flavus	(Scopoli, 1763)	8.00	1	h	h	c	p	NA	r-ro	NA	h	h	
Coleoptera	Polyphaga	Anthicidae	Anthicus antherinus	(Linneaus, 1761)	3.25	1	d	d	c	NA	NA	NA	NA	g	g	
Coleoptera	Polyphaga	Anthicidae	Notoxus monoceros	(Linneaus, 1761)	4.60	1	c-d	o	c	NA	NA	NA	NA	g	g	
Coleoptera	Polyphaga	Anthicidae	Omonadus floralis	(Linneaus, 1758)	3.25	1	c-d	o	c	NA	NA	NA	NA	g	g	
Coleoptera	Polyphaga	Anthicidae	Omonadus formicarius	(Goeze, 1777)	3.15	1	c-d	o	c	NA	NA	NA	NA	g	g	
Coleoptera	Polyphaga	Anthribidae	Brachytarsus nebulosus	(Forster, 1771)	2.75	1	c	c	c	NA	NA	NA	NA	t	t	*
Coleoptera	Polyphaga	Apionidae	Apion cruentatum	Walton, 1844	3.00	1	h	h	c	m	NA	s-(ro)	ms-(mro)	h	h	
Coleoptera	Polyphaga	Apionidae	Apion frumentarium	Linneaus, 1758	3.90	1	h	h	c	m	NA	s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Apion haematodes	Kirby, 1808	2.65	1	h	h	c	m	NA	l-ro	mro	h	h	
Coleoptera	Polyphaga	Apionidae	Aspidapion radiolus	(Marshall, 1802)	2.60	1	h	h	c	o	NA	s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Catapion pubescens	(Kirby, 1811)	1.95	1	h	h	c	m	NA	s	gs	h	h	
Coleoptera	Polyphaga	Apionidae	Catapion seniculus	(Kirby, 1808)	1.80	0.5	h	h	c	m	NA	l-s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Ceratapion gibbirostre	(Gyllenhal, 1813)	2.55	1	h	h	c	o	NA	s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Ceratapion onopordi	(W. Kirby, 1808)	2.65	1	h	h	c	o	NA	ro-s	mro-ms	h	h	
Coleoptera	Polyphaga	Apionidae	Cyanapion gyllenhalii	Kirby, 1808	2.60	1	h	h	c	m	NA	l-s	gs	h	h	
Coleoptera	Polyphaga	Apionidae	Cyanapion platalea	(Germar, 1817)	2.10	1	h	h	c	m	NA	l-s	NA	h	h	
Coleoptera	Polyphaga	Apionidae	Cyanapion spencii	(Kirby, 1808)	2.20	1	h	h	c	m	NA	l-s	NA	h	h	
Coleoptera	Polyphaga	Apionidae	Diplapion confluens	(Kirby, 1808)	2.05	1	h	h	c	o	NA	ro-s	mro-ms	g-h	u	
Coleoptera	Polyphaga	Apionidae	Eutrichapion ervi	(Kirby, 1808)	2.20	1	h	h	c	o	NA	r	NA	h	h	
Coleoptera	Polyphaga	Apionidae	Eutrichapion punctigerum	(Paykull, 1792)	2.70	1	h	h	c	m	NA	r	mr	h	h	
Coleoptera	Polyphaga	Apionidae	Eutrichapion viciae	(Paykull, 1800)	2.15	1	h	h	c	o	NA	r	NA	h	h	
Coleoptera	Polyphaga	Apionidae	Exapion difficile	(Herbst, 1797)	2.15	1	h	h	c	m	NA	r	mr	t	t	
Coleoptera	Polyphaga	Apionidae	Holotrichapion aethiops	(Herbst, 1797)	2.30	1	h	h	c	m	NA	s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Holotrichapion ononis	(Kirby, 1808)	2.05	1	h	h	c	m	NA	r	mr	h	h	
Coleoptera	Polyphaga	Apionidae	Holotrichapion pisi	(Fabricius, 1801)	2.55	1	h	h	c	m	NA	l-s	NA	h	h	
Coleoptera	Polyphaga	Apionidae	Ischnopterapion loti	(Kirby, 1808)	2.25	1	h	h	c	m	NA	r	mr	h	h	
Coleoptera	Polyphaga	Apionidae	Ischnopterapion modestum	(Germar, 1817)	2.25	1	h	h	c	m	NA	r	mr	h	h	
Coleoptera	Polyphaga	Apionidae	Ischnopterapion virens	(Herbst, 1797)	2.20	0.5	h	h	c	m	NA	l-s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Nanophyes marmoratus	(Goeze, 1777)	1.75	1	h	h	c	m	NA	r	mr	h	h	
Coleoptera	Polyphaga	Apionidae	Omphalapion hookerorum	(Kirby, 1808)	2.00	1	h	h	c	m	NA	r	NA	h	h	
Coleoptera	Polyphaga	Apionidae	Oxystoma cerdo	(Gerstaecker, 1854)	2.70	1	h	h	c	m	NA	r	mr	h	h	
Coleoptera	Polyphaga	Apionidae	Oxystoma pomonae	(Fabricius, 1798)	3.05	1	h	h	c	o	NA	r	mr	h	h	
Coleoptera	Polyphaga	Apionidae	Perapion curtirostre	(Germar, 1817)	2.15	1	h	h	c	m	NA	s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Perapion marchicum	(Herbst, 1797)	1.95	1	h	h	c	m	NA	s	gs	h	h	
Coleoptera	Polyphaga	Apionidae	Perapion oblongum	(Gyllenhal, 1839)	2.75	1	h	h	c	m	NA	s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Perapion violaceum	(Kirby, 1808)	3.05	1	h	h	c	m	NA	s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Phrissotrichum rugicolle	(Germar, 1817)	2.20	1	h	h	c	m	NA	r	mr	h	h	
Coleoptera	Polyphaga	Apionidae	Protapion apricans	(Herbst, 1797)	2.45	1	h	h	c	m	NA	r	NA	h	h	
Coleoptera	Polyphaga	Apionidae	Protapion assimile	Kirby, 1808	2.05	1	h	h	c	m	NA	r	NA	h	h	
Coleoptera	Polyphaga	Apionidae	Protapion filirostre	(Kirby, 1808)	1.75	1	h	h	c	m	NA	r-s	ms-(gs)	h	h	
Coleoptera	Polyphaga	Apionidae	Protapion fulvipes	(Geoffroy, 1785)	2.00	0.5	h	h	c	m	NA	l-r	NA	h	h	
Coleoptera	Polyphaga	Apionidae	Protapion interjectum	(Desbrochers, 1895)	2.00	1	h	h	c	m	NA	r	NA	h	h	
Coleoptera	Polyphaga	Apionidae	Protapion nigritarse	(Kirby, 1808)	1.75	1	h	h	c	m	NA	r	mr	h	h	
Coleoptera	Polyphaga	Apionidae	Protapion trifolii	(Linneaus, 1768)	1.90	1	h	h	c	m	NA	l-r	NA	h	h	
Coleoptera	Polyphaga	Apionidae	Pseudoperapion brevirostre	(Herbst, 1797)	2.05	1	h	h	c	m	NA	l-r-s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Squamapion atomarium	(Kirby, 1808)	1.40	1	h	h	c	m	NA	s	gs	h	h	
Coleoptera	Polyphaga	Apionidae	Stenopterapion meliloti	(Kirby, 1808)	2.75	0.5	h	h	c	m	NA	s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Stenopterapion tenue	(Kirby, 1808)	1.95	0	h	h	c	m	NA	l-s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Synapion ebeninum	(Kirby, 1808)	2.40	1	h	h	c	o	NA	s	ms	h	h	
Coleoptera	Polyphaga	Apionidae	Taeniapion urticarium	(Herbst, 1784)	2.10	1	h	h	c	m	NA	s	ms	h	h	
Coleoptera	Polyphaga	Bruchidae	Bruchidius lividimanus	(Gyllenhal, 1833)	2.50	1	h	h	c	o	NA	r	mr	h	h	*
Coleoptera	Polyphaga	Bruchidae	Bruchidius marginalis	(Fabricius, 1777)	3.00	1	h	h	c	m	NA	r	mr	h	h	
Coleoptera	Polyphaga	Bruchidae	Bruchidius varius	(Olivier, 1795)	2.60	1	h	h	c	m	NA	r	mr	h	h	
Coleoptera	Polyphaga	Bruchidae	Bruchidius villosus	(Fabricius, 1792)	2.60	1	h	h	c	o	NA	r	mr	t	t	*
Coleoptera	Polyphaga	Bruchidae	Bruchus atomarius	(Linneaus, 1761)	2.75	1	h	h	c	o	NA	r	mr	h	h	
Coleoptera	Polyphaga	Bruchidae	Bruchus luteicornis	Illiger, 1794	2.15	1	h	h	c	m	NA	r	mr	h	h	
Coleoptera	Polyphaga	Bruchidae	Bruchus rufimanus	Bohemann, 1833	4.50	1	h	h	c	o	NA	r	mr	h	h	
Coleoptera	Polyphaga	Buprestidae	Anthaxia nitidula	(Linneaus, 1758)	6.13	1	d	d	c	NA	NA	NA	NA	t	t	
Coleoptera	Polyphaga	Buprestidae	Trachys scrobiculatus	Kiesenwetter, 1857	1.50	1	h	h	c	o	NA	l	ml	h	h	
Coleoptera	Polyphaga	Byrrhidae	Byrrhus pilula	(Linneaus, 1758)	8.00	1	h	h	c	p	NA	r	NA	g	g	
Coleoptera	Polyphaga	Byturidae	Byturus ochraceus	(Scriba, 1790)	4.30	1	h	h	c	m	NA	r	NA	h	h	
Coleoptera	Polyphaga	Cantharidae	Cantharis fulvicollis	Fabricius, 1792	6.25	1	c	c	c	NA	NA	NA	NA	h	h	
Coleoptera	Polyphaga	Cantharidae	Cantharis fusca	Linneaus, 1758	13.00	1	c	c	c	NA	NA	NA	NA	h	h	
Coleoptera	Polyphaga	Cantharidae	Cantharis lateralis	Linneaus, 1758	6.00	1	c	c	c	NA	NA	NA	NA	h	h	
Coleoptera	Polyphaga	Cantharidae	Cantharis livida	Linneaus, 1758	11.25	1	c	c	c	NA	NA	NA	NA	h	h	
Coleoptera	Polyphaga	Cantharidae	Cantharis nigricans	(Mueller, 1776)	9.50	1	c	c	c	NA	NA	NA	NA	h	h	*
Coleoptera	Polyphaga	Cantharidae	Cantharis pallida	Goeze, 1777	7.25	1	c	c	c	NA	NA	NA	NA	h	h	*
Coleoptera	Polyphaga	Cantharidae	Cantharis paludosa	Fallén, 1807	5.50	1	c	c	c	NA	NA	NA	NA	h	h	
Coleoptera	Polyphaga	Cantharidae	Cantharis pellucida	Fabricius, 1792	11.75	1	c	c	c	NA	NA	NA	NA	h	h	*
Coleoptera	Polyphaga	Cantharidae	Cantharis rufa	Linneaus, 1758	9.75	1	c	c	c	NA	NA	NA	NA	h	h	
Coleoptera	Polyphaga	Cantharidae	Cantharis terminata	Letzner, 1847	10.50	1	c	c	c	NA	NA	NA	NA	h	h	*
Coleoptera	Polyphaga	Cantharidae	Cratosilis denticollis	(Schummel, 1844)	6.50	1	c	c	c	NA	NA	NA	NA	h	h	
Coleoptera	Polyphaga	Cantharidae	Malthinus punctatus	(Fourcroy, 1785)	5.50	1	c	c	c	NA	NA	NA	NA	g	g	
Coleoptera	Polyphaga	Cantharidae	Malthodes lobatus	Kiesenwetter, 1852	1.00	1	c-d-h	o	c	p	NA	r	NA	g	g	*
Coleoptera	Polyphaga	Cantharidae	Malthodes pumilus	(Brebisson , 1835)	1.40	1	c-h	o	c	p	NA	r	NA	g	g	*
Coleoptera	Polyphaga	Cantharidae	Metacantharis clypeata	(Illiger, 1798)	8.25	1	c	c	c	NA	NA	NA	NA	h	h	
Coleoptera	Polyphaga	Cantharidae	Metacantharis discoidea	(Ahrens, 1812)	10.00	1	c	c	c	NA	NA	NA	NA	h	h	*
Coleoptera	Polyphaga	Cantharidae	Podistra rufotestacea	(Letzner 1845)	9.10	1	c	c	c	NA	NA	NA	NA	h	h	*
Coleoptera	Polyphaga	Cantharidae	Rhagonycha fulva	(Scopoli, 1763)	8.50	1	c	c	c	NA	NA	NA	NA	h	h	
Coleoptera	Polyphaga	Cantharidae	Rhagonycha limbata	Thomson, 1864	5.50	1	c	c	c	NA	NA	NA	NA	h	h	*
Coleoptera	Polyphaga	Cantharidae	Rhagonycha lutea	(Muller O.F., 1764)	7.50	1	c	c	c	NA	NA	NA	NA	h	h	
Coleoptera	Polyphaga	Cantharidae	Rhagonycha testacea	(Linneaus, 1758)	5.50	1	c	c	c	NA	NA	NA	NA	h	h	*
Coleoptera	Polyphaga	Cerambycidae	Alosterna tabacicolor	(De Geer, 1775)	7.00	1	d-h	o	c	p	NA	r	NA	t	t	
Coleoptera	Polyphaga	Cerambycidae	Corymbia rubra	(Linneaus, 1758)	14.50	1	d-h	o	c	p	NA	r	NA	t	t	
Coleoptera	Polyphaga	Cerambycidae	Leiopus linnei	Wallin-etaLinneaus, 2009	7.00	1	d	d	c	NA	NA	NA	NA	g	g	*
Coleoptera	Polyphaga	Cerambycidae	Paracorymbia maculicornis	(De Geer, 1775)	9.00	1	d	d	c	NA	NA	NA	NA	t	t	
Coleoptera	Polyphaga	Cerambycidae	Phytoecia cylindrica	(Linneaus, 1758)	9.00	1	h	h	c	o	NA	l-s	ms	h	h	
Coleoptera	Polyphaga	Cerambycidae	Pseudovadonia livida	(Fabricius, 1776)	8.00	1	f-h	o	c	o	NA	r	NA	g-t	u	*
Coleoptera	Polyphaga	Cerambycidae	Stenurella bifasciata	(Mueller, 1776)	8.50	1	d-h	o	c	p	NA	r	NA	t	t	
Coleoptera	Polyphaga	Cerambycidae	Stenurella melanura	(Linneaus, 1758)	7.50	1	d-h	o	c	p	NA	r	NA	t	t	
Coleoptera	Polyphaga	Cholevidae	Apocatops nigritus	(Erichson, 1837)	4.00	0.5	d	d	c	NA	NA	NA	NA	g	g	
Coleoptera	Polyphaga	Cholevidae	Catops grandicollis	Erichson, 1837	3.75	0.5	d	d	c	NA	NA	NA	NA	i	u	
Coleoptera	Polyphaga	Cholevidae	Nargus velox	(Spence, 1815)	2.95	1	c-d	o	c	NA	NA	NA	NA	g	g	*
Coleoptera	Polyphaga	Cholevidae	Ptomaphagus sericatus	(Chaudoir, 1845)	2.40	1	d	d	c	NA	NA	NA	NA	g	g	
Coleoptera	Polyphaga	Cholevidae	Ptomaphagus subvillosus	(Goeze, 1777)	2.95	0	d	d	c	NA	NA	NA	NA	g	g	
Coleoptera	Polyphaga	Cholevidae	Ptomaphagus varicornis	(Rosenhauer, 1847)	3.40	0	d	d	c	NA	NA	NA	NA	g	g	*
Coleoptera	Polyphaga	Cholevidae	Sciodrepoides watsoni	(Spence, 1815)	3.00	1	d	d	c	NA	NA	NA	NA	g	g	
Coleoptera	Polyphaga	Chrysomelidae	Altica helianthemi	(Allard, 1859)	4.00	1	h	h	c	m	NA	l	NA	h-t	u	
Coleoptera	Polyphaga	Chrysomelidae	Altica oleracea	(Linneaus, 1758)	3.00	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Aphthona atrocoerulea	(Stephens, 1831)	2.00	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Aphthona atrovirens	(Forster, 1849)	1.55	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Aphthona cyparissiae	(Koch, 1803)	4.00	1	h	h	c	m	NA	l-r	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Aphthona euphorbiae	(Schrank, 1781)	1.75	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Aphthona herbigrada	(Curtis, 1837)	1.90	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Aphthona lutescens	(Gyllenhal, 1808)	2.00	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Aphthona pallida	(Bach, 1856)	1.65	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Aphthona pygmaea	(Kutschera, 1861)	3.00	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Aphthona venustula	(Kutschera, 1861)	2.10	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Batophila rubi	(Paykull, 1799)	1.70	0	h	h	c	o	NA	l	NA	t	t	*
Coleoptera	Polyphaga	Chrysomelidae	Cassida denticollis	Suffrian, 1844	6.25	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cassida flaveola	Thunberg, 1794	5.00	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cassida hemisphaerica	Herbst, 1799	4.50	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cassida nebulosa	Linneaus, 1758	6.50	1	h	h	c	m	NA	l	NA	h-t	u	
Coleoptera	Polyphaga	Chrysomelidae	Cassida panzeri	Weise, 1907	6.50	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cassida rubiginosa	Muller, 1776	6.75	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cassida sanguinolenta	Mueller, 1776	4.75	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cassida stigmatica	Suffrian, 1844	5.75	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cassida vibex	Linneaus, 1767	6.25	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Chaetocnema aridula	(Gyllenhal, 1827)	2.00	1	h	h	c	o	NA	l-s	ms	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Chaetocnema concinna	(Marsham, 1802)	2.10	1	h	h	c	o	NA	l-s	ms	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Chaetocnema hortensis	(Geoffroy, 1785)	1.90	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Chaetocnema laevicollis	(Thomson, 1866)	2.00	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Chaetocnema mannerheimi	(Gyllenhal, 1827)	2.50	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Chaetocnema subcoerulea	(Kutschera, 1864)	2.00	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Chrysolina fastuosa	(Scopoli, 1763)	5.50	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Chrysolina oricalcia	(Muller O.F., 1776)	7.50	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Chrysolina varians	(Schaller, 1783)	5.25	0	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Clytra laeviuscula	Ratzeburg, 1837	9.00	1	h	h	c	o	NA	l	NA	t	t	*
Coleoptera	Polyphaga	Chrysomelidae	Colaphus sophiae	(Schaller, 1783)	5.00	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Coptocephala rubicunda	(Laicharting, 1781)	5.25	1	h	h	c	o	NA	l-r	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cryptocephalus aureolus	Suffrian, 1847	6.00	1	h	h	c	o	NA	l-r	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cryptocephalus flavipes	Fabricius, 1781	4.25	1	h	h	c	o	NA	l	NA	t	t	*
Coleoptera	Polyphaga	Chrysomelidae	Cryptocephalus fulvus	Goeze, 1777	2.50	1	h	h	c	p	NA	l-r	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cryptocephalus hypochaeridis	(Linneaus, 1758)	5.00	1	h	h	c	o	NA	l-r	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cryptocephalus labiatus	(Linneaus, 1761)	2.40	1	h	h	c	m	NA	l	NA	t	t	*
Coleoptera	Polyphaga	Chrysomelidae	Cryptocephalus moraei	(Linneaus, 1758)	4.00	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cryptocephalus primarius	Harold, 1872	5.75	1	h	h	c	m	NA	l	NA	t	t	*
Coleoptera	Polyphaga	Chrysomelidae	Cryptocephalus sericeus	(Linneaus, 1758)	6.10	1	h	h	c	o	NA	l-r	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Cryptocephalus vittatus	Fabricius, 1775	3.75	1	h	h	c	m	NA	l-r	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Derocrepis rufipes	(Linneaus, 1758)	3.30	0	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Dibolia cryptocephala	(Koch, 1803)	1.90	1	h	h	c	m	NA	l	ml	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Dibolia occultans	(Koch, 1803)	3.00	1	h	h	c	m	NA	l	ml	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Galeruca pomonae	(Scopoli, 1763)	9.50	1	h	h	c	p	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Galeruca tanaceti	(Linneaus, 1758)	8.00	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Gastrophysa polygoni	(Linneaus, 1758)	4.50	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Gastrophysa viridula	(De Geer, 1775)	5.00	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Hermaeophaga mercurialis	(Fabricius, 1792)	2.65	1	h	h	c	m	NA	l	NA	h	h	*
Coleoptera	Polyphaga	Chrysomelidae	Hispa atra	Linneaus, 1767	3.50	1	h	h	c	o	NA	l	ml	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Hypocassida subferruginea	(Schrank, 1776)	5.00	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Labidostomis longimana	(Linneaus, 1761)	5.25	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus atricillus	(Linneaus, 1761)	2.50	1	h	h	c	p	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus ganglbaueri	Heikertinger, 1912	2.00	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus jacobaeae	(Waterhouse, 1858)	3.00	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus kutscherae	Rye, 1872	2.00	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus luridus	(Scopoli, 1763)	1.85	0.25	h	h	c	m	NA	l	mr	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus lycopi	(Foudras, 1860)	2.00	0.5	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus melanocephalus	(De Geer, 1775)	2.50	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus nasturtii	(Fabricius, 1792)	1.75	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus noricus	Leonardi, 1976	2.10	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus obliteratus	(Rosenhauer, 1847)	1.40	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus pellucidus	(Foudras, 1860)	2.00	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus pratensis	(Panzer, 1794)	1.60	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus rubiginosus	(Foudras, 1860)	1.25	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus scutellaris	(Rey, 1873)	1.75	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus succineus	(Foudras, 1860)	1.95	0	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus suturellus	(Duftschmid, 1825)	2.15	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Longitarsus tabidus	(Fabricius, 1775)	3.50	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Luperus flavipes	(Linneaus, 1761)	4.40	1	h	h	c	o	NA	l	NA	t	t	*
Coleoptera	Polyphaga	Chrysomelidae	Luperus luperus	(Sulzer, 1776)	4.25	1	h	h	c	o	NA	l	NA	t	t	*
Coleoptera	Polyphaga	Chrysomelidae	Neocrepidodera ferruginea	(Scopoli, 1763)	3.25	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Neocrepidodera transversa	(Marsham, 1802)	4.25	1	h	h	c	m	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Neogalerucella tenella	(Linneaus, 1761)	4.00	1	h	h	c	o	NA	l	NA	h	h	
Coleoptera	Polyphaga	Chrysomelidae	Orsodacne cerasi	(Linneaus, 1758)	6.25	1	h	h	c	o	NA	l-r	NA	h-t	u	
Coleoptera	Polyphaga	Chrysomelidae	Oulema duftschmidi	(Redtenbacher, 1874)	4.25	1	h	h	c	o	NA	l	NA	h	h	
